"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000143375.16",194.382224476166,-1.51657064916766,0.754020366677898,0.00276090212776692,0.0401350927310003
"ENSG00000143365.21",121.657678262557,-3.48911960133203,0.516261223110828,8.3301859908946e-13,2.44817140814328e-10
"ENSG00000197747.10",9033.30393766739,-1.3974767283965,0.576465905779195,0.00126138986840382,0.0227245812850622
"ENSG00000236427.3",107.319876115072,-2.75725461107262,0.571087315322976,7.81630635476792e-08,8.04485911020481e-06
"ENSG00000143631.11",5493.86457373894,-6.46690328105386,1.09841608203178,1.39401471662853e-10,2.59574053303203e-08
"ENSG00000169509.6",5538.25239416968,-7.13926990991238,0.757284086890757,1.9624947378591e-22,2.65950745225539e-19
"ENSG00000185966.4",108.791520407176,-3.16333671718533,1.34065235269233,0.000499422913004579,0.0115037045485559
"ENSG00000185962.1",12.941896993537,-2.67669391960856,1.54047418424598,0.00256127229965813,0.0378190770009448
"ENSG00000203786.7",587.871673261541,-6.01416495468968,1.12992111361504,3.89627865834169e-09,5.43096716073879e-07
"ENSG00000163209.15",151064.133593292,-2.22697722314586,1.67552755943103,0.00343274186683979,0.047281124990301
"ENSG00000295252.1",61.2533521784469,-5.41152835818413,0.704658617298594,3.19112232911353e-15,1.44150086989012e-12
"ENSG00000169469.9",11236.7835087081,-2.54942058688063,1.07650625498544,0.000584722113837092,0.0130905416389269
"ENSG00000163216.7",4939.7772828152,-2.4097282431255,1.138327532677,0.00106184652737171,0.0202198457003732
"ENSG00000241794.2",12242.4696528592,-3.76127668077299,1.02496136286033,8.48572263094451e-06,0.000422433126809448
"ENSG00000244094.2",37.6822295120786,-4.229509653659,1.10354979406813,6.25619158007183e-06,0.000328187701532671
"ENSG00000301592.1",105.136273442066,-3.73252588580323,0.932695256476544,2.70655571104933e-06,0.0001626133336444
"ENSG00000188643.12",7124.78379909606,-1.5164683583094,0.591892484282004,0.000783723851357328,0.0162149074691767
"ENSG00000189334.10",9936.35933415003,-2.56008730942577,0.79321260873023,5.36058206452873e-05,0.00197822508774659
"ENSG00000143578.17",102.496548477717,-1.18850503969193,0.404197563712807,0.000419652389137443,0.010115198348053
"ENSG00000296060.1",47.9003262782078,5.42351468915096,1.59618693171088,2.95887334397597e-05,0.00120695313511046
"ENSG00000185499.17",921.03951301946,-2.40251220602961,0.455473419350502,7.90903856034465e-09,1.04283879785128e-06
"ENSG00000143320.10",3226.95928090912,-3.2442099823725,0.342881236740664,1.57361026071633e-22,2.25794559350902e-19
"ENSG00000163565.21",3355.22813922088,1.07607228367414,0.325414693715454,0.000156196479863767,0.00475261557725071
"ENSG00000225670.5",34.1050329593122,-1.92644951393973,0.713592129329998,0.000390448215268305,0.00955185467071288
